ID,Title,Abstract,DOI,Keywords,Origin,Summary,Financial instrument?,Instrument,AI?,Probabilistic?,Decision,Date,Reviewer
10.1007/s00521-024-09916-3,DeepAR-Attention probabilistic prediction for stock price series,"Stock price prediction is a significant research domain, intersecting statistics, finance, and economics. Accurately forecasting stock price trends has always been a focal point for many researchers. However, traditional statistical methods for time series prediction still lack accuracy. The existing deep learning-based methods for stock price prediction have significantly enhanced the accuracy of predicting individual stock prices. However, they are not effective in forecasting the probability range of future stock price trends. In this paper, to address these limitations, we propose a novel DeepAR model based on the attention mechanism (DeepARA) for both single-point and probabilistic predictions of stock prices. This enhances the accuracy and flexibility of stock price forecasting. Although the attention mechanism was initially developed for natural language processing, it has now found applications in time series forecasting, including the dynamics of the stock market. Attention allocates different weights to time points of varying importance, thereby enhancing the model’s ability to capture fundamental market dynamics. We conducted multiple experiments in the Chinese stock market, involving 30 stocks across the top six sectors. Compared with baseline models, the DeepARA model demonstrates superior predictive capabilities. © The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature 2024.",10.1007/s00521-024-09916-3,Attention mechanism; Deep learning; DeepAR; Recurrent neural networks; Stock prediction,SCOPUS,"Proposes the DeepARA model, an attention-based DeepAR framework for both single-point and probabilistic stock price predictions, outperforming baseline models.",✔️,Stock Prices,✔️,✔️,y,2024-09-24T15:10:12.076777,Tord
https://doi.org/10.1007/s42521-022-00050-0,DeepVaR: a framework for portfolio risk assessment leveraging probabilistic deep neural networks.,"Determining and minimizing risk exposure pose one of the biggest challenges in the financial industry as an environment with multiple factors that affect (non-)identified risks and the corresponding decisions. Various estimation metrics are utilized towards robust and efficient risk management frameworks, with the most prevalent among them being the Value at Risk (VaR). VaR is a valuable risk-assessment approach, which offers traders, investors, and financial institutions information regarding risk estimations and potential investment insights. VaR has been adopted by the financial industry for decades, but the generated predictions lack efficiency in times of economic turmoil such as the 2008 global financial crisis and the COVID-19 pandemic, which in turn affects the respective decisions. To address this challenge, a variety of well-established variations of VaR models are exploited by the financial community, including data-driven and data analytics models. In this context, this paper introduces a probabilistic deep learning approach, leveraging time-series forecasting techniques with high potential of monitoring the risk of a given portfolio in a quite efficient way. The proposed approach has been evaluated and compared to the most prominent methods of VaR calculation, yielding promising results for VaR 99% for forex-based portfolios.Supplementary InformationThe online version contains supplementary material available at 10.1007/s42521-022-00050-0.",10.1007/s42521-022-00050-0,,Proquest,"Introduces DeepVaR, a probabilistic deep neural network framework for assessing portfolio risk by estimating Value at Risk, demonstrating improved performance during economic turmoil.",✔️,Portfolio,✔️,✔️,y,2024-09-25T11:19:14.658990,Tord
978-1-392-07688-0,Dynamic Machine Learning with Least Square Objectives,"As of the writing of this thesis, machine learning has become one of the most active research fields. The interest comes from a variety of disciplines which include computer science, statistics, engineering, and medicine. The main idea behind learning from data is that, when an analytical model explaining the observations is hard to find—often in contrast to the models in physics such as Newton's laws—a statistical approach can be taken where one or more candidate models are tuned using data.Since the early 2000's this challenge has grown in two ways: (i) The amount of collected data has seen a massive growth due to the proliferation of digital media, and (ii) the data has become more complex. One example for the latter is the high dimensional datasets, which can for example correspond to dyadic interactions between two large groups (such as customer and product information a retailer collects), or to high resolution image/video recordings. Another important issue is the study of dynamic data, which exhibits dependence on time. Virtually all datasets fall into this category as all data collection is performed over time, however I use the term dynamic to hint at a system with an explicit temporal dependence. A traditional example is target tracking from signal processing literature. Here the position of a target is modeled using Newton's laws of motion, which relates it to time via the target's velocity and acceleration.Dynamic data, as I defined above, poses two important challenges. Firstly, the learning setup is different from the standard theoretical learning setup, also known as Probably Approximately Correct (PAC) learning. To derive PAC learning bounds one assumes a collection of data points sampled independently and identically from a distribution which generates the data. On the other hand, dynamic systems produce correlated outputs. The learning systems we use should accordingly take this difference into consideration. Secondly, as the system is dynamic, it might be necessary to perform the learning online. In this case the learning has to be done in a single pass. Typical applications include target tracking and electricity usage forecasting.In this thesis I investigate several important dynamic and online learning problems, where I develop novel tools to address the shortcomings of the previous solutions in the literature. The work is divided into three parts for convenience. The first part is about matrix factorization for time series analysis which is further divided into two chapters. In the first chapter, matrix factorization is used within a Bayesian framework to model time-varying dyadic interactions, with examples in predicting user-movie ratings and stock prices. In the next chapter, a matrix factorization which uses autoregressive models to forecast future values of multivariate time series is proposed, with applications in predicting electricity usage and traffic conditions. Inspired by the machinery we use in the first part, the second part is about nonlinear Kalman filtering, where a hidden state is estimated over time given observations. The nonlinearity of the system generating the observations is the main challenge here, where a divergence minimization approach is used to unify the seemingly unrelated methods in the literature, and propose new ones. This has applications in target tracking and options pricing. The third and last part is about cost sensitive learning, where a novel method for maximizing area under receiver operating characteristics curve is proposed. Our method has theoretical guarantees and favorable sample complexity. The method is tested on a variety of benchmark datasets, and also has applications in online advertising.",,,Proquest,"The thesis explores dynamic and online machine learning techniques, including matrix factorization and nonlinear Kalman filtering, for time series analysis and prediction tasks such as stock price forecasting.",✔️,Stock,✔️,✔️,y,2024-11-01T14:12:28.718719,Tord
WOS:000729809800019,Dynamic forecasting performance and liquidity evaluation of financial market by Econophysics and Bayesian methods,"In a complex financial system, what is the forecasting performance of macro and micro evolution models of Econophysics on asset prices? For this problem, from the perspective of machine learning, we study the dynamic forecasting and liquidity assessment of financial markets, based on econophysics and Bayesian methods. We establish eight dynamic prediction methods, based on our proposed likelihood estimation and Bayesian estimation methods of macro and micro evolution models of econophysics. Combined machine learning thinking and real data, we empirically study and simulate the out-of-sample dynamic forecasting analysis of eight proposed methods and compare with the benchmark GARCH model. A variety of loss functions, superior predictive ability test (SPA), Akaike and Bayesian information criterion (AIC and BIC) methods are introduced to further evaluate the forecasting performance of our proposed methods. The research of out of sample prediction shows that (1) the method of the simplified stochastic model with Bayesian method for only sample return has the best forecasting performance; (2) the method of the stochastic model with Bayesian method for only return samples has the worst forecasting performance. For the liquidity assessment problem, there is a strong correlation between the trading probability evaluated by the proposed eight methods and the real turnover rate, and an increase of liquidity is correspond to the increase of asset risk. In other words, it suggests that all proposed methods can well evaluate market liquidity. (C) 2021 Elsevier B.V. All rights reserved.",10.1016/j.physa.2021.126546,Econophysics; Agent-based model; Liquidity risk assessment; Machine learning thinking; Microcosmic evolution models,WOS,"Analyzes why existing machine learning and deep learning algorithms struggle to accurately predict stock prices, attributing it to the predominance of non-curve-shape features in financial time series data.",✔️,Stock Prices,✔️,❌,y,2024-09-24T13:33:36.367176,Tord
WOS:000873142500002,Encoded Value-at-Risk: A machine learning approach for portfolio risk measurement,"Measuring risk is at the center of modern financial risk management. As the world economy is becoming more complex and standard modelling assumptions are violated, the advanced artificial intelligence solutions may provide the right tools to analyse the global market. In this paper, we provide a novel approach for measuring market risk called Encoded Value-at-Risk (Encoded VaR), which is based on a type of artificial neural network, called Variational Auto-encoders (VAEs). Encoded VaR is a generative model which can be used to reproduce market scenarios from a range of historical cross-sectional stock returns, while increasing the signal-to-noise ratio present in the financial data, and learning the dependency structure of the market without any assumptions about the joint distribution of stock returns. We compare Encoded VaR out-of-sample results with twelve other methods and show that it is competitive to many other well-known VaR algorithms presented in the literature. (C) 2022 International Association for Mathematics and Computers in Simulation (IMACS). Published by Elsevier B.V. All rights reserved.",10.1016/j.matcom.2022.07.015,Value-at-risk; Financial risk management; Machine learning; Artificial neural networks; Variational autoencoders,WOS,"Encoded Value-at-Risk (Encoded VaR), a novel machine learning approach using Variational Auto-Encoders, is introduced for portfolio risk measurement, demonstrating competitive performance against established VaR methods.",❌,,✔️,✔️,y,2024-10-02T15:40:28.165316,Sivert
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9919398,Enhancing Stock Portfolios for Enterprise Management and Investment in Energy Industry,"Renewable energy is critical to the energy industry, even more so given the recent surge in oil and gas prices. As a result, the oil and gas sector is constantly preparing for the coming energy transition. This raises the question of when the oil and gas industry should invest in renewable energy sources. This article examines the history of oil company involvement in renewable energy to address this question. It also establishes and quantifies a relationship between renewable energy investment and oil and gas prices, followed by a projection of renewable energy investment based on oil and gas prices. A decision support system based on crude oil prices and renewable energy stocks is developed to predict renewable energy investment decisions. According to the experiments, the prediction model used provides favorable mean square values compared to other models. An algorithm based on the price of oil determines whether to invest in shares of renewable energy companies. The performance of a company is evaluated based on its expected profitability.",10.1109/tii.2022.3214518,Oils;Renewable energy sources;Forecasting;Predictive models;Companies;Portfolios;Probabilistic logic;Classification;decision support system;forecasting;portfolio management;renewable energy,IEEE,"Integrates GARCH models with LSTM networks using non-linear filtering to adjust volatility distributions, enhancing prediction accuracy for S&P 500 volatility.",✔️,Stock Market Volatility (S&P 500),✔️,✔️,y,2024-09-25T10:40:35.322908,Tord
WOS:000574481400002,Enhancing profit from stock transactions using neural networks,"Financial time-series forecasting, and profit maximization is a challenging task, which has attracted the interest of several researchers and is immensely important for investors. In this paper, we present a deep learning system, which uses a variety of data for a subset of the stocks on the NASDAQ exchange to forecast the stock price. Our framework allows the use of a variational autoencoder (VAE) to remove noise and time-series data engineering to extract higher-level features. A Stacked LSTM Autoencoder is used to perform multi-step-ahead prediction of the stock closing price. This prediction is used by two profit-maximization strategies that include greedy approach and short selling. Besides, we use reinforcement learning as a third profit-enhancement strategy and compare these three strategies to offline strategies that use the actual future prices. Results show that the proposed methods outperform the state-of-the-art time-series forecasting approaches in terms of predictive accuracy and profitability.",10.3233/aic-200629,Financial time series prediction; stock price; LSTM autoencoder; feature engineering; reinforcement learning,WOS,A deep learning system utilizing variational autoencoders and LSTM autoencoders is proposed for stock price forecasting and profit maximization through various trading strategies.,✔️,Stocks,✔️,❌,y,2024-10-15T11:19:37.809309,Grude
WOS:000185922400015,Estimation of dynamic bivariate mixture models: Comments on Watanabe (2000),"This note compares a Bayesian Markov chain Monte Carlo approach implemented by Watanabe with a maximum likelihood ML approach based on an efficient importance sampling procedure to estimate dynamic bivariate mixture models. In these models, stock price volatility and trading volume are jointly directed by the unobservable number of price-relevant information arrivals, which is specified as a serially correlated random variable. It is shown that the efficient importance sampling technique is extremely accurate and that it produces results that differ significantly from those reported by Watanabe.",10.1198/073500103288619287,Bayesian posterior means; efficient importance sampling; latent variable; Markov chain Monte Carlo; maximum likelihood,WOS,"Compares Bayesian MCMC approach with maximum likelihood approach for estimating dynamic bivariate mixture models related to stock price volatility and trading volume, finding importance sampling accurate.",✔️,Stock Prices,❌,✔️,y,2024-09-25T14:30:38.962596,Sivert
WOS:000701133500001,Estimation with Uncertainty via Conditional Generative Adversarial Networks,"Conventional predictive Artificial Neural Networks (ANNs) commonly employ deterministic weight matrices; therefore, their prediction is a point estimate. Such a deterministic nature in ANNs causes the limitations of using ANNs for medical diagnosis, law problems, and portfolio management in which not only discovering the prediction but also the uncertainty of the prediction is essentially required. In order to address such a problem, we propose a predictive probabilistic neural network model, which corresponds to a different manner of using the generator in the conditional Generative Adversarial Network (cGAN) that has been routinely used for conditional sample generation. By reversing the input and output of ordinary cGAN, the model can be successfully used as a predictive model; moreover, the model is robust against noises since adversarial training is employed. In addition, to measure the uncertainty of predictions, we introduce the entropy and relative entropy for regression problems and classification problems, respectively. The proposed framework is applied to stock market data and an image classification task. As a result, the proposed framework shows superior estimation performance, especially on noisy data; moreover, it is demonstrated that the proposed framework can properly estimate the uncertainty of predictions.",10.3390/s21186194,generative adversarial network; deep learning; adversarial learning; probability estimation; risk estimation; portfolio management,WOS,"Introduces a predictive probabilistic neural network model using conditional GANs to estimate stock prices with uncertainty quantification, showing superior performance especially on noisy data.",✔️,Stock Prices,✔️,✔️,y,2024-09-25T13:17:49.386748,Sivert
WOS:001097165900021,Exploiting Data Science for Measuring the Performance of Technology Stocks,"The rise or fall of the stock markets directly affects investors' interest and loyalty. Therefore, it is necessary to measure the performance of stocks in the market in advance to prevent our assets from suffering significant losses. In our proposed study, six supervised machine learning (ML) strategies and deep learning (DL) models with long short-term memory (LSTM) of data science was deployed for thorough analysis and measurement of the performance of the technology stocks. Under discussion are Apple Inc. (AAPL), Microsoft Corporation (NVDA), and Avigilon Corporation (AVGO). The datasets were taken from the Yahoo Finance API from 06-052005 to 06-05-2022 (seventeen years) with 4280 samples. As already noted, multiple studies have been performed to resolve this problem using linear regression, support vector machines, deep long short-term memory (LSTM), and many other models. In this research, the Hidden Markov Model (HMM) outperformed other employed machine learning ensembles, tree-based models, the ARIMA (Auto Regressive Integrated Moving Average) model, and long short-term memory with a robust mean accuracy score of 99.98. Other statistical analyses and measurements for machine learning ensemble algorithms, the Long Short-Term Model, and ARIMA were also carried out for further investigation of the performance of advanced models for forecasting time series data. Thus, the proposed research found the best model to be HMM, and LSTM was the second-best model that performed well in all aspects. A developed model will be highly recommended and helpful for early measurement of technology stock performance for investment or withdrawal based on the future stock rise or fall for creating smart environments.",10.32604/cmc.2023.036553,Machine learning; data science; smart environments; stocks movement; deep learning; stock marketing,WOS,"Machine learning models, including Hidden Markov Models, are employed to predict the performance of technology stocks, achieving high accuracy and aiding investment decisions.",✔️,Technology Stocks,✔️,❌,y,2024-10-15T11:32:24.660134,Sivert
WOS:001153279000001,Fin-GAN: forecasting and classifying financial time series via generative adversarial networks,"We investigate the use of Generative Adversarial Networks (GANs) for probabilistic forecasting of financial time series. To this end, we introduce a novel economics-driven loss function for the generator. This newly designed loss function renders GANs more suitable for a classification task, and places them into a supervised learning setting, whilst producing full conditional probability distributions of price returns given previous historical values. Our approach moves beyond the point estimates traditionally employed in the forecasting literature, and allows for uncertainty estimates. Numerical experiments on equity data showcase the effectiveness of our proposed methodology, which achieves higher Sharpe Ratios compared to classical supervised learning models, such as LSTMs and ARIMA.",10.1080/14697688.2023.2299466,GANs; Financial returns; Time series forecasting; Classification; G17; C15; C22; C32; C45; C53,WOS,"The paper introduces Fin-GAN, a Generative Adversarial Network-based model for probabilistic forecasting and classification of financial time series, producing conditional probability distributions and uncertainty estimates.",✔️,Equity data,✔️,✔️,y,2024-09-25T14:04:23.426607,Tord
WOS:000846325900001,"Forecasting Crude Oil Prices with Major S&P 500 Stock Prices: Deep Learning, Gaussian Process, and Vine Copula","This paper introduces methodologies in forecasting oil prices (Brent and WTI) with multivariate time series of major S&P 500 stock prices using Gaussian process modeling, deep learning, and vine copula regression. We also apply Bayesian variable selection and nonlinear principal component analysis (NLPCA) for data dimension reduction. With a reduced number of important covariates, we also forecast oil prices (Brent and WTI) with multivariate time series of major S&P 500 stock prices using Gaussian process modeling, deep learning, and vine copula regression. To apply real data to the proposed methods, we select monthly log returns of 2 oil prices and 74 large-cap, major S&P 500 stock prices across the period of February 2001-October 2019. We conclude that vine copula regression with NLPCA is superior overall to other proposed methods in terms of the measures of prediction errors.",10.3390/axioms11080375,oil prices; S&P 500; multivariate time series; Gaussian process model; vine copula; Bayesian variable selection; functional principal component analysis; nonlinear principal component analysis,WOS,"Forecasts Brent and WTI oil prices using Gaussian processes, deep learning, and vine copula regression with dimension reduction techniques, finding vine copula with NLPCA superior.",✔️,Brent and WTI Oil Prices,✔️,✔️,y,2024-09-25T11:39:33.769968,Tord
WOS:001246495900002,Forecasting VIX using Bayesian deep learning,"Recently, deep learning techniques are gradually replacing traditional statistical and machine learning models as the first choice for price forecasting tasks. In this paper, we leverage probabilistic deep learning for inferring the volatility index VIX. We employ the probabilistic counterpart of WaveNet, Temporal Convolutional Network (TCN), and Transformers. We show that TCN outperforms all models with an RMSE around 0.189. In addition, it has been well known that modern neural networks provide inaccurate uncertainty estimates. For solving this problem, we use the standard deviation scaling to calibrate the networks. Furthermore, we found out that MNF with Gaussian prior outperforms Reparameterization Trick and Flipout models in terms of precision and uncertainty predictions. Finally, we claim that MNF with Cauchy and LogUniform prior distributions yield well-calibrated TCN, and Transformer and WaveNet networks being the former that best infer the VIX values for one and five-step-ahead forecasting, and the probabilistic Transformer model yields an adequate forecasting for the COVID-19 pandemic period.",10.1007/s41060-024-00562-5,Volatility index; Bayesian neural networks; Forecasting; Calibration,WOS,"This study employs probabilistic deep learning models, such as Bayesian WaveNet, Temporal Convolutional Networks, and Transformers, to forecast the VIX volatility index, incorporating uncertainty estimates to enhance prediction accuracy and reliability.",✔️,VIX,✔️,✔️,y,2024-10-02T11:48:58.034831,Grude
WOS:000432501900002,Forecasting stock market index daily direction: A Bayesian Network approach,"In this work, we investigate the feasibility of Bayesian Networks as a way to verify the extent to which stock market indices from around the globe influence iBOVESPA - the main index at the Sao Paulo Stock Exchange, Brazil. To do so, index directions were input to a network designed to reflect some intuitive dependencies amongst continental markets, moving through 24 and 48 h cycles, and outputting iBOVESPA's next day closing direction. Two different network topologies were tested, with different numbers of stock indices used in each test. Best results were obtained with the model that accounts for a single index per continent, up to 24 h before iBOVESPA's closing time. Mean accuracy with this configuration was around 71% (with almost 78% top accuracy). With results comparable to those of the related literature, our model has the further advantage of being simpler and more tractable for its users. Also, along with the fact that it not only gives the next day closing direction, but also furnishes the set of indices that influence iBovespa the most, the model lends itself both to academic research purposes and as one of the building blocks in more robust decision support systems. (C) 2018 Elsevier Ltd. All rights reserved.",10.1016/j.eswa.2018.03.039,Stock direction prediction; Bayesian Networks; Machine learning; Applied artificial intelligence,WOS,"Employs Bayesian Networks to predict the daily closing direction of the iBOVESPA index based on global stock market indices, achieving around 71% accuracy with interpretable dependencies.",✔️,iBOVESPA Index,✔️,✔️,y,2024-09-25T14:40:05.127537,Tord
WOS:000279657800023,"Forecasting volatility under fractality, regime-switching, long memory and student-<i>t</i> innovations","The Markov-switching Multifractal model of asset returns with Student-t innovations (MSM-t henceforth) is introduced as an extension to the Markov-switching Multifractal model of asset returns (MSM). The MSM-t can be estimated via Maximum Likelihood (ML) and Generalized Method of Moments (GMM) and volatility forecasting can be performed via Bayesian updating (ML) or best linear forecasts (GMM). Monte Carlo simulations show that using GMM plus linear forecasts leads to minor losses in efficiency compared to optimal Bayesian forecasts based on ML estimates. The forecasting capability of the MSM-t model is evaluated empirically in a comprehensive panel forecasting analysis with three different cross-sections of assets at the country level (all-share equity indices, bond indices and real estate security indices). Empirical forecasts of the MSM-t model are compared to those obtained from its Gaussian counterparts and other volatility models of the Generalized Autoregressive Conditional Heteroskedasticity (GARCH) family. In terms of mean absolute errors (mean squared errors), the MSM-t (Gaussian MSM) dominates all other models at most forecasting horizons for the various asset classes considered. Furthermore, forecast combinations obtained from the MSM and (Fractionally Integrated) GARCH models provide an improvement upon forecasts from single models. (C) 2010 Elsevier B.V. All rights reserved.",10.1016/j.csda.2010.03.005,Multiplicative volatility models; Long memory; Student-t innovations; International volatility forecasting,WOS,"Applies a scalable sparse formulation of the multidimensional nonstationary Maximum Entropy Principle to model and predict stock market indices, demonstrating superior performance compared to traditional GARCH models.",✔️,Stock Market Indices,❌,✔️,y,2024-09-25T13:14:29.721340,Sivert
02776693,Foreign exchange market prediction with multiple classifiers,"Foreign exchange market prediction is attractive and challenging. According to the efficient market and random walk hypotheses, market prices should follow a random walk pattern and thus should not be predictable with more than about 50% accuracy. In this article, we investigate the predictability of foreign exchange spot rates of the US dollar against the British pound to show that not all periods are equally random. We used the Hurst exponent to select a period with great predictability. Parameters for generating training patterns were determined heuristically by auto-mutual information and false nearest-neighbor methods. Some inductive machine-learning classifiers - artificial neural network, decision tree, k-nearest neighbor, and naive Bayesian classifier - were then trained with these generated patterns. Through appropriate collaboration of these models, we achieved a prediction accuracy of up to 67%. [PUBLICATION ABSTRACT]",,,Proquest,"The article investigates the predictability of foreign exchange rates using multiple machine learning classifiers, achieving up to 67% prediction accuracy, thereby challenging the efficient market hypothesis.",✔️,Foreign Exchange,✔️,❌,y,2024-11-01T14:49:06.960110,Tord
0015198X,Fuzzy Neural Systems for Stock Selection,"Artificial neural systems suffer from an inability to explain the steps by which they reach decisions and from an inability to incorporate rules into their structure.  Fuzzy neural systems (FNS) address some of the shortcomings of artificial intelligence tools.  An FNS uses a new concept called neural gates, which are similar to the processing elements of artificial neural systems but can handle a broader range of information.  Neural gates can be applied to forecasting stock market returns, assessing country risk, and rating stocks based on fuzzy rules and probabilistic and Boolean logic.  An intelligent stock selection (ISS) system incorporating neural gates is presented.  The ISS combines the various advantages of expert systems, artificial neural systems, and fuzzy reasoning.  A stock selection application is provided.",,,Proquest,The paper presents an Intelligent Stock Selection (ISS) system that integrates fuzzy neural systems with expert systems to forecast stock market returns and facilitate stock selection based on fuzzy rules and probabilistic logic.,✔️,Stock,✔️,✔️,y,2024-11-01T14:04:05.074421,Tord
WOS:000336054200005,Gaussian Process-Mixture Conditional Heteroscedasticity,"Generalized autoregressive conditional heteroscedasticity (GARCH) models have long been considered as one of the most successful families of approaches for volatility modeling in financial return series. In this paper, we propose an alternative approach based on methodologies widely used in the field of statistical machine learning. Specifically, we propose a novel nonparametric Bayesian mixture of Gaussian process regression models, each component of which models the noise variance process that contaminates the observed data as a separate latent Gaussian process driven by the observed data. This way, we essentially obtain a Gaussian process-mixture conditional heteroscedasticity (GPMCH) model for volatility modeling in financial return series. We impose a nonparametric prior with power-law nature over the distribution of the model mixture components, namely the Pitman-Yor process prior, to allow for better capturing modeled data distributions with heavy tails and skewness. Finally, we provide a copula-based approach for obtaining a predictive posterior for the covariances over the asset returns modeled by means of a postulated GPMCH model. We evaluate the efficacy of our approach in a number of benchmark scenarios, and compare its performance to state-of-the-art methodologies.",10.1109/tpami.2013.183,Gaussian process; Pitman-Yor process; mixture model; conditional heteroscedasticity; copula; volatility modeling,WOS,"A nonparametric Bayesian Gaussian process-mixture model is introduced for volatility modeling in financial returns, capturing heavy tails and skewness effectively.",✔️,Financial Returns,✔️,✔️,y,2024-10-15T11:54:10.643974,Sivert
WOS:000463062900004,Generative Bayesian neural network model for risk-neutral pricing of American index options,"Financial models with stochastic volatility or jumps play a critical role as alternative option pricing models for the classical Black-Scholes model, which have the ability to fit different market volatility structures. Recently, machine learning models have elicited considerable attention from researchers because of their improved prediction accuracy in pricing financial derivatives. We propose a generative Bayesian learning model that incorporates a prior reflecting a risk-neutral pricing structure to provide fair prices for the deep ITM and the deep OTM options that are rarely traded. We conduct a comprehensive empirical study to compare classical financial option models with machine learning models in terms of model estimation and prediction using S&P 100 American put options from 2003 to 2012. Results indicate that machine learning models demonstrate better prediction performance than the classical financial option models. Especially, we observe that the generative Bayesian neural network model demonstrates the best overall prediction performance.",10.1080/14697688.2018.1490807,American index option market; Generative Bayesian learning; Machine Learning; Financial option models; Option pricing,WOS,"The paper presents a generative Bayesian neural network model incorporating risk-neutral pricing for American index options, outperforming classical financial option models in estimation and prediction accuracy.",✔️,American index options,✔️,✔️,y,2024-10-02T14:34:04.042696,Sivert
WOS:000075842000003,Graded forecasting using an array of bipolar predictions: application of probabilistic neural networks to a stock market index,"To an increasing extent over the past decade, software learning methods including neural networks have been used for prediction in financial markets and other areas. By far the most popular type of neural network has been backpropagation. However, the advantages of other learning techniques such as the swift response of the probabilistic neural network (PNN) suggest the desirability of adapting other models to the predictive function. Unfortunately, the conventional architecture for probabilistic neural networks yields only a bipolar output corresponding to Yes or No; Up or Down. This limitation may be circumvented in part by using a graded forecast of multiple discrete values. More specifically, the approach involves an architecture comprising an array of elementary PNNs with bipolar output. This paper explores a number of interrelated topics: (1) presentation of a new architecture for graded forecasting using an arrayed probabilistic network (APN); (2) use of a ""mistake chart"" to compare the accuracy of learning systems against default performance based on a constant prediction; and (3) evaluation of several backpropagation models against a recurrent neural network (RNN) as well as PNN, APN, and case based reasoning. These concepts are investigated against the backdrop of a practical application involving the prediction of a stock market index. (C) 1998 Elsevier Science B.V. All rights reserved.",10.1016/s0169-2070(98)00003-x,forecasting system; artificial intelligence; financial market forecasting,WOS,"Develops an array of probabilistic neural networks to perform graded forecasting for stock market indices, enhancing predictive accuracy by utilizing multiple discrete prediction values.",✔️,Stock Market Index,✔️,✔️,y,2024-09-24T14:40:39.193776,Tord
10.1016/j.asoc.2024.111557,Hidden Markov guided Deep Learning models for forecasting highly volatile agricultural commodity prices,"Predicting agricultural commodity prices accurately is of utmost importance due to various factors such as perishability, seasonality, production uncertainty etc. Moreover, the substantial volatility that may be exhibited in time series further adds to the complexity and constitutes a significant challenge. In this paper, a Hidden Markov (HM) guided Deep Learning (DL) models has been developed on nonlinear and nonstationary price data of agricultural commodities for forecasting by considering technical indicators viz., Moving Average (MA), Bollinger Bands (BB), Moving Average Convergence Divergence (MACD), Exponential MA (EMA) and Fast Fourier Transformation (FFT). HM Models (HMMs) can effectively handle the sequential dependencies and hidden states, while DL approach can learn complex patterns and relationships within the price series and thus the drawback of lack of generalization capability in the DL model has been overcome by HMM. In this study, the Potato price data of the Champadanga district of West Bengal, India has been utilized to assess the performance of the proposed technique. HMM has been combined with six baseline DL models viz., Recurrent Neural Networks (RNN), Convolutional Neural Networks (CNN), Long Short-Term Memory (LSTM), Gated Recurrent Units (GRU), Bidirectional LSTM (BiLSTM) and Bidirectional GRU (BiGRU) for forecast modeling. Performance evaluation metrics viz., Root Mean Squared Error (RMSE), Mean Absolute Percentage Error (MAPE), Mean Absolute Error (MAE) and the insightful Diebold–Mariano (DM) test revealed that Hidden Markov hybridized with DL models surpassed baseline DL models in forecasting accuracy for 1-week, 4-week, 8-week and 12-week ahead DL predictions. The proposed approach holds significant promise for enhancing the precision of agricultural commodity price forecasting with far-reaching implications for various stakeholders such as farmers and planners. © 2024 Elsevier B.V.",10.1016/j.asoc.2024.111557,Bollinger Bands; Fourier transform; Gated Recurrent Unit (GRU)/ Bidirectional GRU (BiGRU); Long Short-Term Memory (LSTM)/ Bidirectional LSTM (BiLSTM); Recurrent Neural Network (RNN)/ Convolutional Neural Networks (CNN),SCOPUS,"Hidden Markov guided deep learning models are developed to forecast highly volatile agricultural commodity prices, achieving higher accuracy than baseline models for potato price predictions.",✔️,Agricultural Commodity (Potato),✔️,✔️,y,2024-10-02T15:43:20.468004,Sivert
WOS:000456228800001,High-order Hidden Markov Model for trend prediction in financial time series,"Financial price series trend prediction is an essential problem which has been discussed extensively using tools and techniques of economic physics and machine learning. Time dependence and volatility issues in this problem have made Hidden Markov Model (HMM) a useful tool in predicting the states of stock market. In this paper, we present an approach to predict the stock market price trend based on high-order HMM. Different from the commonly used first-order HMM, short and long-term time dependence are both considered in the high order HMM. By introducing a dimension reduction method which could transform the high-dimensional state vector of high-order HMM into a single one, we present a dynamic high-order HMM trading strategy to predict and trade CSI 300 and S&P 500 stock index for the next day given historical data. In our approach, we make a statistic of the daily returns in the history to demonstrate the relationship between hidden states and the price change trend. Experiments on CSI 300 and S&P 500 index illustrate that high-order HMM has preferable ability to identify market price trend than first-order one. Thus, the high-order HMM has higher accuracy and lower risk than the first-order model in predicting the index price trend. (C) 2018 Elsevier B.V. All rights reserved.",10.1016/j.physa.2018.10.053,High-order HMM; Trend prediction; Trading algorithm,WOS,"This article presents a high-order Hidden Markov Model for predicting stock market price trends, demonstrating improved accuracy and lower risk compared to first-order models.",✔️,"Stock indices (CSI 300, S&P 500)",✔️,✔️,y,2024-10-15T11:20:45.348122,Grude
